model,train_date,test_date,parameters,threshold,baseline,accuracy,precision,recall,f1,auc
Gradient boosting,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'loss': 'deviance'}",0.05,0.30301298,0.719264914,0.722838883,0.119243147,0.204715408,0.549682846
ADA Boost,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'loss': 'exponential'}",0.05,0.30301298,0.717381801,0.704002691,0.116135834,0.199380805,0.547453742
Random forest,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'criterion': 'gini', 'n_estimators': 10, 'max_depth': None, 'random_state': 100}",0.05,0.30301298,0.714422624,0.67440296,0.111252913,0.190997857,0.543950864
Random forest,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'criterion': 'entropy', 'n_estimators': 10, 'max_depth': None, 'random_state': 100}",0.05,0.30301298,0.714422624,0.67440296,0.111252913,0.190997857,0.543950864
Logistic regression,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'C': 1.0, 'penalty': 'l2'}",0.05,0.30301298,0.713884592,0.669021191,0.110365109,0.189473684,0.543313977
Logistic regression,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'C': 1.0, 'penalty': 'l1'}",0.05,0.30301298,0.713850965,0.66868483,0.110309622,0.189378423,0.543274172
ADA Boost,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'loss': 'exponential'}",0.1,0.30301298,0.727638039,0.653270557,0.215569859,0.324168718,0.582913988
Gradient boosting,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'loss': 'deviance'}",0.1,0.30301298,0.727167261,0.650916428,0.214793031,0.323000542,0.582356712
Random forest,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'criterion': 'entropy', 'n_estimators': 10, 'max_depth': None, 'random_state': 100}",0.1,0.30301298,0.727032753,0.65024382,0.21457108,0.322666778,0.58219749
Random forest,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'criterion': 'gini', 'n_estimators': 10, 'max_depth': None, 'random_state': 100}",0.1,0.30301298,0.72639384,0.647048932,0.213516813,0.321081397,0.581441187
Random forest,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'criterion': 'gini', 'n_estimators': 10, 'max_depth': None, 'random_state': 100}",0.15,0.30301298,0.736179299,0.630646788,0.31217401,0.417622388,0.616344157
Random forest,01/01/2000 - 01/01/2008,01/01/2009 - 01/01/2010,"{'criterion': 'entropy', 'n_estimators': 10, 'max_depth': None, 'random_state': 100}",0.15,0.30301298,0.736044791,0.630198408,0.311952059,0.417325465,0.616184936
