model,train_date,test_date,parameters,threshold,baseline,accuracy,precision,recall,f1,auc
Random forest,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'criterion': 'gini', 'n_estimators': 10, 'max_depth': None, 'random_state': 100}",0.05,0.333927521,0.683113781,0.670470756,0.100357658,0.174583275,0.537814647
Bagging,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'n_estimators': 10, 'max_samples': 1.0, 'max_features': 1.0, 'random_state': 100, 'base_estimator': None}",0.05,0.333927521,0.680653844,0.645863053,0.096674318,0.168175698,0.535049678
Random forest,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'criterion': 'gini', 'n_estimators': 10, 'max_depth': None, 'random_state': 100}",0.15,0.333927521,0.709567015,0.644996435,0.289702664,0.399823185,0.604881841
Random forest,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'criterion': 'gini', 'n_estimators': 10, 'max_depth': None, 'random_state': 100}",0.1,0.333927521,0.694147846,0.640399358,0.191747184,0.295127763,0.568883815
Random forest,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'criterion': 'entropy', 'n_estimators': 10, 'max_depth': None, 'random_state': 100}",0.05,0.333927521,0.678799979,0.627318117,0.093898468,0.163346799,0.532965934
Random forest,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'criterion': 'entropy', 'n_estimators': 10, 'max_depth': None, 'random_state': 100}",0.1,0.333927521,0.691260094,0.625958281,0.187423264,0.288472599,0.565637982
Random forest,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'criterion': 'entropy', 'n_estimators': 10, 'max_depth': None, 'random_state': 100}",0.15,0.333927521,0.701153318,0.616947944,0.277104575,0.382436365,0.595424845
ADA Boost,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'loss': 'exponential'}",0.15,0.333927521,0.699121196,0.61017352,0.274061816,0.378237006,0.59314074
Gradient boosting,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'loss': 'deviance'}",0.15,0.333927521,0.698158612,0.606964583,0.272620509,0.376247836,0.592058796
ADA Boost,01/01/2000 - 01/01/2006,01/01/2007 - 01/01/2008,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'loss': 'exponential'}",0.05,0.333927521,0.676589601,0.605206847,0.090588801,0.157589265,0.530481469
