model,train_date,test_date,parameters,threshold,baseline,accuracy,precision,recall,f1,auc
Gradient boosting,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'loss': 'deviance'}",0.05,0.267762603,0.756445178,0.742133538,0.138548607,0.233504377,0.56047227
Random forest,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'criterion': 'gini', 'n_estimators': 10, 'max_depth': None, 'random_state': 100}",0.05,0.267762603,0.7560999,0.738679969,0.137903861,0.232417748,0.560032013
ADA Boost,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'loss': 'exponential'}",0.05,0.267762603,0.754872247,0.726400614,0.135611433,0.228554181,0.558466655
Random forest,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'criterion': 'entropy', 'n_estimators': 10, 'max_depth': None, 'random_state': 100}",0.05,0.267762603,0.752992404,0.707597851,0.132101153,0.222638092,0.5560697
Bagging,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'n_estimators': 10, 'max_samples': 1.0, 'max_features': 1.0, 'random_state': 100, 'base_estimator': None}",0.05,0.267762603,0.752685491,0.704528012,0.131528046,0.2216722,0.555678361
Random forest,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'criterion': 'gini', 'n_estimators': 10, 'max_depth': None, 'random_state': 100}",0.1,0.267762603,0.770160362,0.689622099,0.257539938,0.37502608,0.607576979
Logistic regression,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'C': 1.0, 'penalty': 'l2'}",0.05,0.267762603,0.749693087,0.674597084,0.125940254,0.212254754,0.5518628
Logistic regression,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'C': 1.0, 'penalty': 'l1'}",0.05,0.267762603,0.749501266,0.672678434,0.125582062,0.211651072,0.551618212
Random forest,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'criterion': 'entropy', 'n_estimators': 10, 'max_depth': None, 'random_state': 100}",0.1,0.267762603,0.765211386,0.664876271,0.248298589,0.361568955,0.601266629
Random forest,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'criterion': 'entropy', 'n_estimators': 10, 'max_depth': None, 'random_state': 100}",0.15,0.267762603,0.771771657,0.631794347,0.353893545,0.45366884,0.639236873
Logistic regression,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'C': 1.0, 'penalty': 'l1'}",0.1,0.267762603,0.757845469,0.628045271,0.234544022,0.341539745,0.591874479
Logistic regression,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'C': 1.0, 'penalty': 'l2'}",0.1,0.267762603,0.757692013,0.627277959,0.234257468,0.34112247,0.591678809
Random forest,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'criterion': 'gini', 'n_estimators': 10, 'max_depth': None, 'random_state': 100}",0.15,0.267762603,0.767513236,0.617598158,0.345941686,0.443475067,0.633807036
Bagging,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'n_estimators': 10, 'max_samples': 1.0, 'max_features': 1.0, 'random_state': 100, 'base_estimator': None}",0.1,0.267762603,0.750939922,0.593516209,0.221649115,0.322762362,0.583069338
Bagging,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'n_estimators': 10, 'max_samples': 1.0, 'max_features': 1.0, 'random_state': 100, 'base_estimator': None}",0.15,0.267762603,0.757308371,0.583578463,0.32688588,0.419046744,0.620794995
Gradient boosting,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'loss': 'deviance'}",0.1,0.267762603,0.746259495,0.570113179,0.212909234,0.310035468,0.577101409
Logistic regression,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'C': 1.0, 'penalty': 'l2'}",0.15,0.267762603,0.750786465,0.561836552,0.314707357,0.403434659,0.612479029
Logistic regression,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'C': 1.0, 'penalty': 'l1'}",0.15,0.267762603,0.750326095,0.560301829,0.313847697,0.402332629,0.61189202
ADA Boost,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'loss': 'exponential'}",0.1,0.267762603,0.742960178,0.55361596,0.206748334,0.301064052,0.572894509
Gaussian Naive Bayes,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,{},0.05,0.267762603,0.735536714,0.533000767,0.099505695,0.167702988,0.533812261
ADA Boost,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'loss': 'exponential'}",0.15,0.267762603,0.742001074,0.532548919,0.298302171,0.382404261,0.601276933
Gradient boosting,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'loss': 'deviance'}",0.15,0.267762603,0.737665925,0.518096943,0.290207035,0.372026816,0.595749262
Gaussian Naive Bayes,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,{},0.1,0.267762603,0.732755313,0.50258968,0.187692528,0.273315251,0.559882468
Gaussian Naive Bayes,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,{},0.15,0.267762603,0.732716949,0.50159867,0.280965685,0.360179998,0.589438911
Decision tree,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'criterion': 'entropy', 'max_depth': None, 'splitter': 'best'}",0.1,0.267762603,0.731220747,0.494916555,0.184826993,0.269142499,0.55792577
Decision tree,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'criterion': 'entropy', 'max_depth': None, 'splitter': 'best'}",0.15,0.267762603,0.727691245,0.484844609,0.271581059,0.348149509,0.583030725
Decision tree,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'criterion': 'gini', 'max_depth': None, 'splitter': 'best'}",0.1,0.267762603,0.727115783,0.474390946,0.177161688,0.257980388,0.552691603
Decision tree,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'criterion': 'entropy', 'max_depth': None, 'splitter': 'best'}",0.05,0.267762603,0.729053173,0.468150422,0.087398811,0.147298521,0.525545213
Decision tree,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'criterion': 'gini', 'max_depth': None, 'splitter': 'best'}",0.05,0.267762603,0.72893808,0.466999233,0.087183896,0.146936312,0.52539846
Decision tree,01/01/2000 - 01/01/2013,01/01/2014 - 01/01/2015,"{'criterion': 'gini', 'max_depth': None, 'splitter': 'best'}",0.15,0.267762603,0.718445485,0.454022253,0.254316212,0.326017081,0.57124162
