model,train_date,test_date,parameters,threshold,baseline,accuracy,precision,recall,f1,auc
Bagging,01/01/2000 - 01/01/2012,01/01/2013 - 01/01/2014,"{'n_estimators': 10, 'max_samples': 1.0, 'max_features': 1.0, 'random_state': 100, 'base_estimator': None}",0.05,0.7391286922367841,0.7630756282313335,0.7394789579158316,0.14172683976033185,0.23786501643782632,0.5620520111392484
Gradient boosting,01/01/2000 - 01/01/2012,01/01/2013 - 01/01/2014,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'loss': 'deviance'}",0.05,0.7391286922367841,0.7606308364394213,0.7150300601202405,0.1370410201259794,0.23000064462064074,0.5588821845017707
Random forest,01/01/2000 - 01/01/2012,01/01/2013 - 01/01/2014,"{'criterion': 'gini', 'n_estimators': 10, 'max_depth': None, 'random_state': 100}",0.05,0.7391286922367841,0.7603102080076951,0.7118236472945891,0.13642648640344138,0.22896925159543607,0.5584664695329212
Random forest,01/01/2000 - 01/01/2012,01/01/2013 - 01/01/2014,"{'criterion': 'entropy', 'n_estimators': 10, 'max_depth': None, 'random_state': 100}",0.05,0.7391286922367841,0.7591479299426876,0.7002004008016032,0.13419880165924106,0.22523045187906918,0.5569595027708416
ADA Boost,01/01/2000 - 01/01/2012,01/01/2013 - 01/01/2014,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'loss': 'exponential'}",0.05,0.7391286922367841,0.7579455733237145,0.6881763527054108,0.13189430019972345,0.22136272803455165,0.5554005716376559
Random forest,01/01/2000 - 01/01/2012,01/01/2013 - 01/01/2014,"{'criterion': 'gini', 'n_estimators': 10, 'max_depth': None, 'random_state': 100}",0.1,0.7391286922367841,0.7758807262233979,0.6837675350701403,0.26209863266246736,0.3789426921368281,0.6096579271109754
Random forest,01/01/2000 - 01/01/2012,01/01/2013 - 01/01/2014,"{'criterion': 'entropy', 'n_estimators': 10, 'max_depth': None, 'random_state': 100}",0.1,0.7391286922367841,0.7737164843092461,0.6729458917835671,0.2579505300353357,0.37294535761883607,0.6068518510712412
Bagging,01/01/2000 - 01/01/2012,01/01/2013 - 01/01/2014,"{'n_estimators': 10, 'max_samples': 1.0, 'max_features': 1.0, 'random_state': 100, 'base_estimator': None}",0.1,0.7391286922367841,0.7697887860206004,0.6533066132264529,0.2504224919342449,0.3620613060861839,0.6017593427028344
Logistic regression,01/01/2000 - 01/01/2012,01/01/2013 - 01/01/2014,"{'C': 1.0, 'penalty': 'l1'}",0.05,0.7391286922367841,0.7539377179271372,0.6480961923847696,0.12421262866799816,0.20847031521949333,0.5502041345270368
Logistic regression,01/01/2000 - 01/01/2012,01/01/2013 - 01/01/2014,"{'C': 1.0, 'penalty': 'l2'}",0.05,0.7391286922367841,0.7539377179271372,0.6480961923847696,0.12421262866799816,0.20847031521949333,0.5502041345270368
Random forest,01/01/2000 - 01/01/2012,01/01/2013 - 01/01/2014,"{'criterion': 'entropy', 'n_estimators': 10, 'max_depth': None, 'random_state': 100}",0.15,0.7391286922367841,0.7810708989619655,0.639812959251837,0.3678752496543248,0.4671511486123982,0.6473906125725262
Logistic regression,01/01/2000 - 01/01/2012,01/01/2013 - 01/01/2014,"{'C': 1.0, 'penalty': 'l1'}",0.1,0.7391286922367841,0.7660614805017835,0.6346693386773548,0.24327853740974037,0.3517325633051977,0.5969266561899585
Logistic regression,01/01/2000 - 01/01/2012,01/01/2013 - 01/01/2014,"{'C': 1.0, 'penalty': 'l2'}",0.1,0.7391286922367841,0.76562061640816,0.6324649298597195,0.24243355354125057,0.35051088405153263,0.5963550481077905
